geneName,logFC,adj.P.Val,significance
CCSAP,1.1592724830561387,7.693817198074793e-14,UP Significant
H3-3A,1.3455290338248718,7.872469885134966e-14,UP Significant
HGF,-1.6892930544564713,8.01161638386263e-14,DOWN Significant
MT1X,-3.799270193451596,8.076030132620048e-14,DOWN Significant
HIF1AN,1.090827834855331,8.119458627310463e-14,UP Significant
CASTOR2,1.291019005446498,8.15558661154424e-14,UP Significant
GPR89A,1.1453950453471649,8.17932125234761e-14,UP Significant
SENP1,1.022820707182985,8.347770325210311e-14,UP Significant
LINC01767,-2.2441707875666213,8.347770325210311e-14,DOWN Significant
RASSF4,1.8648031154873466,8.350208874006317e-14,UP Significant
VIRMA,1.1448385148669251,8.353144218131756e-14,UP Significant
HNRNPLL,1.0018217612932654,8.560054979144547e-14,UP Significant
ARHGAP10,-1.3276936993059696,9.022552270921044e-14,DOWN Significant
PTPRA,1.207610529715442,9.025800135039391e-14,UP Significant
SERPINH1,2.1110168194246315,9.378963989867526e-14,UP Significant
AKR1C3,1.9081703289938243,9.531926188702799e-14,UP Significant
TUG1,1.2625410442431302,1.0179976494515038e-13,UP Significant
MAP3K7,1.18143293094356,1.029597871738117e-13,UP Significant
PHF6,1.0641535657828944,1.0441613216581127e-13,UP Significant
FN3KRP,1.0685759017963021,1.051615652225725e-13,UP Significant
GGPS1,1.1626547680161705,1.0689366820492551e-13,UP Significant
NT5C3B,1.1098825719051106,1.0933123899158255e-13,UP Significant
DSP,1.4133702493880076,1.100619684762238e-13,UP Significant
BAZ2A,1.2042793544982584,1.1055516908463166e-13,UP Significant
NUP93,1.2292675009069831,1.1061603699025431e-13,UP Significant
DTL,1.7179787398452162,1.1425604141890686e-13,UP Significant
FGFR4,1.6730180250917916,1.1465798610717023e-13,UP Significant
MKI67,1.703207000099486,1.1598464945007328e-13,UP Significant
PSMD3,1.058315786015796,1.1870810257046645e-13,UP Significant
MYH14,1.0680526449807597,1.1882319838409931e-13,UP Significant
ZMYND19,1.0746420773793224,1.1995320072592565e-13,UP Significant
DUSP23,1.1456097842009196,1.2169859356429704e-13,UP Significant
TBCC,1.499754152513392,1.2218518811562355e-13,UP Significant
CENPM,1.9902602658740383,1.2252864879930815e-13,UP Significant
RAB11FIP4,1.9274724309697522,1.2679789781760376e-13,UP Significant
GTF3C6,1.1247597667479576,1.271777656268513e-13,UP Significant
SMG9,1.1225419403008647,1.2848365530521582e-13,UP Significant
ZKSCAN3,1.1289612233278357,1.319734203076723e-13,UP Significant
FEZ1,-1.2298095850847965,1.3524669368528545e-13,DOWN Significant
PRKCI,1.05911919729218,1.4087295590938337e-13,UP Significant
ZNF302,1.0661606208381413,1.4099512358519109e-13,UP Significant
BAG2,1.1622359874721526,1.4218988851488877e-13,UP Significant
ACD,1.0169615953531608,1.431132095839272e-13,UP Significant
TCEA1,1.0782334365044148,1.4497080490601586e-13,UP Significant
CSNK1G2,1.0361553105213228,1.463098680220939e-13,UP Significant
GLB1,1.316570153446154,1.463863831153769e-13,UP Significant
CUTALP,1.1591497554042216,1.4708492308256672e-13,UP Significant
THOC5,1.0756511902987018,1.4948736557598003e-13,UP Significant
ENO3,-2.1372661447967105,1.4977658963103127e-13,DOWN Significant
SEMA3F,1.7598745063764472,1.5124490302638176e-13,UP Significant
FLOT1,1.0890284257304672,1.5835273878985212e-13,UP Significant
ADSL,1.1734987482655255,1.5916456751846833e-13,UP Significant
SP3,1.1067544146537487,1.616163138952264e-13,UP Significant
AKT1S1,1.0048641808668828,1.638628931063452e-13,UP Significant
HECTD2,1.065267220369996,1.6408097172534988e-13,UP Significant
PRKCA,1.1271519943398585,1.6520643357730786e-13,UP Significant
DUSP7,1.023547640317463,1.673869006653739e-13,UP Significant
HNRNPA1P7,1.3019161629064877,1.705096834484198e-13,UP Significant
PRKAB2,1.4473245162880781,1.7140902316163258e-13,UP Significant
TOPBP1,1.195976313823603,1.8055805916933804e-13,UP Significant
CPNE3,1.0177079312027808,1.8085163527761832e-13,UP Significant
PPP2R3C,1.0062286047142326,1.848398259839894e-13,UP Significant
BORCS6,1.090863996013457,1.866088296940729e-13,UP Significant
RNF44,1.4078048037829065,1.870980553109162e-13,UP Significant
RPL35A,1.1687192626002894,1.8841180930481727e-13,UP Significant
AMDHD2,1.0114459503389517,1.8843387482139523e-13,UP Significant
IRS1,1.1687528244716576,1.9051185694155624e-13,UP Significant
DLL4,1.3432904428572954,1.9136237703737045e-13,UP Significant
DLAT,1.5033289085407042,1.9444315195223584e-13,UP Significant
ANKRD13A,1.0048680777205115,1.9470684730212265e-13,UP Significant
GGA2,1.0110853244023286,1.9494983897617214e-13,UP Significant
BRD3,1.261547335570724,1.980457173228833e-13,UP Significant
LMCD1,1.7663640448622588,1.9893119581535493e-13,UP Significant
IDUA,1.3739820765676343,2.019962241795499e-13,UP Significant
PEX11G,-1.4073213921072805,2.0440114009179927e-13,DOWN Significant
DEGS1,1.1233754959219393,2.0440114009179927e-13,UP Significant
ZNF580,1.4522762328116279,2.076033921148568e-13,UP Significant
MFSD11,1.1135862247120238,2.0859537225002442e-13,UP Significant
CCDC93,1.0224698589394703,2.1597355151587528e-13,UP Significant
TMEM68,1.1811086412559435,2.1828291088056148e-13,UP Significant
LMNB2,1.692584603016345,2.2233346064272992e-13,UP Significant
LBR,1.5284226915207912,2.233163539676124e-13,UP Significant
POLR2H,1.103441504610994,2.3151795782279517e-13,UP Significant
VWF,1.7741411491973769,2.412167827581098e-13,UP Significant
IP6K2,1.0630313211517421,2.4683685413286544e-13,UP Significant
TLK2,1.1751396538152696,2.4736388148270875e-13,UP Significant
AC024560.3,1.0007542958309166,2.5206766116200473e-13,UP Significant
CNPY2,1.0752607029652044,2.547618300306777e-13,UP Significant
ORC6,1.402829300310099,2.562737019462329e-13,UP Significant
DPH7,1.195478416427315,2.593475495940181e-13,UP Significant
SDF2L1,1.1962940889945228,2.6025798675298466e-13,UP Significant
NUDT17,1.3416340354627048,2.645448688065157e-13,UP Significant
PDPK1,1.4361775281481517,2.6870980453803513e-13,UP Significant
GPRC5D-AS1,1.362094839505949,2.712433865472808e-13,UP Significant
NCOR2,1.3292039816277499,2.740896371727723e-13,UP Significant
TWNK,1.2437101212682935,2.7682428042798656e-13,UP Significant
COPG2,1.3031376842617657,2.7757167042435407e-13,UP Significant
RAD51,1.1562488989569562,2.8462847733440703e-13,UP Significant
FAT1,1.9729078967325546,2.8891780928877313e-13,UP Significant
UBR5,1.3284620715344309,2.9517261058510994e-13,UP Significant
PLBD2,1.3784632443350735,3.041876562891404e-13,UP Significant
TRIM33,1.0279023681904726,3.041876562891404e-13,UP Significant
DEPDC1,1.2889002133415908,3.049234366823608e-13,UP Significant
LCMT1,1.145631475051017,3.1328423912830345e-13,UP Significant
VPS54,1.0082854062464999,3.1707467023104215e-13,UP Significant
CXCL12,-2.7386073450962214,3.179842131765676e-13,DOWN Significant
PRPF40A,1.135268833057696,3.2130507722454757e-13,UP Significant
NAP1L1,1.6404844576545203,3.2299550363084575e-13,UP Significant
FOXP4,1.2903107005593233,3.2966451766520055e-13,UP Significant
NOP56,1.6378454260139161,3.308560801386907e-13,UP Significant
QRICH1,1.2774025736050958,3.4505852330284985e-13,UP Significant
RAB4A,1.1241713772065465,3.5021908440737957e-13,UP Significant
BUB1B,1.5720029197596666,3.5646402686492683e-13,UP Significant
ASPG,-3.167403197334596,3.6011753024512987e-13,DOWN Significant
RP11-297K8.2,1.476963873183095,3.6011753024512987e-13,UP Significant
DHRS13,1.635352495969636,3.604446353885858e-13,UP Significant
SKA3,1.2298907251060165,3.739085183098039e-13,UP Significant
PCMTD2,1.251992966901947,3.7663445084301637e-13,UP Significant
BTG3,1.3072025507561233,3.804058153862576e-13,UP Significant
HMGA1,2.3380929087049083,3.9215919470285376e-13,UP Significant
HNRNPA1P48,1.2073939805158092,3.9368243568667246e-13,UP Significant
PRPF40B,1.1258233971702232,3.970923427737511e-13,UP Significant
DCAF16,1.2834487765604858,4.065785274378758e-13,UP Significant
YWHAQ,1.0431333289353848,4.161634806605495e-13,UP Significant
MT1L,-2.9622625744887556,4.1885630513811495e-13,DOWN Significant
ATG4B,1.0601100663483436,4.2149553120681073e-13,UP Significant
GFUS,1.2646857196528538,4.2366370647866904e-13,UP Significant
EXOSC4,1.2310931115748902,4.375148679039322e-13,UP Significant
SVIL-AS1,1.283562486227988,4.429723699759761e-13,UP Significant
LLNLR-245B6.1,1.0334400206935723,4.4509281728540154e-13,UP Significant
ATXN2L,1.0473081924137846,4.4509281728540154e-13,UP Significant
TEFM,1.0088476404113784,4.5007806574464294e-13,UP Significant
GTF2H2C_2,1.163647477926669,4.526746123316713e-13,UP Significant
VAT1,1.510932957579258,4.647710218310651e-13,UP Significant
SET,1.2592021066481554,4.697470398667619e-13,UP Significant
RAE1,1.1538113365684537,4.734541652493854e-13,UP Significant
AHCTF1,1.0860220263259346,4.813591293317991e-13,UP Significant
SPTAN1,1.096992225440994,4.87610357259467e-13,UP Significant
CYP2R1,1.005861444103099,4.995043609414957e-13,UP Significant
RP11-1259L22.2,-1.5839834646449114,5.074655716897541e-13,DOWN Significant
THY1-AS1,2.186337398257715,5.268778898164266e-13,UP Significant
MAML1,1.0086006906825409,5.419510687274664e-13,UP Significant
ASCC3,1.0827808349265173,5.422643109000223e-13,UP Significant
MSH6,1.198869625936831,5.446854597341683e-13,UP Significant
SPARC,1.6458844349406112,5.455010021570674e-13,UP Significant
SNRPA1,1.120566197863925,5.773422233316433e-13,UP Significant
ABRAXAS1,1.0199873709625986,5.83381602416528e-13,UP Significant
NCAPH2,1.2316381915021601,5.998178597782768e-13,UP Significant
CEP41,1.1448074781072464,6.097426052900817e-13,UP Significant
CLN6,1.2290225157994632,6.135828086096253e-13,UP Significant
SNRNP70,1.0772150624088939,6.164398145959813e-13,UP Significant
WHRN,1.1823838198705063,6.201172472610653e-13,UP Significant
RB1CC1,1.2377501716180275,6.313747723323984e-13,UP Significant
RARS2,1.0288376869651863,6.426505458322775e-13,UP Significant
UBL7,1.0935733328378388,6.507672986860561e-13,UP Significant
GLYATL1,-3.017301077044955,6.54858414673121e-13,DOWN Significant
SVBP,1.2010137584144567,6.572293154170722e-13,UP Significant
STK35,1.2766853964004943,6.65449746653299e-13,UP Significant
PTPRG,1.2983575178024103,6.655405506991016e-13,UP Significant
DUXAP10,2.060469562967933,6.773256803958626e-13,UP Significant
CKAP4,2.01005840137315,6.877786329148292e-13,UP Significant
POM121C,1.1146180745343117,6.905003831243175e-13,UP Significant
GADD45G,-2.387330465340856,6.905003831243175e-13,DOWN Significant
CRELD2,1.279924407892235,6.917119351287857e-13,UP Significant
NCAPH,1.7831386602051889,6.963243147625229e-13,UP Significant
SH3PXD2B,1.0090498960580652,6.982771784106142e-13,UP Significant
SART3,1.1204792007997848,7.158574505622167e-13,UP Significant
RP11-977G19.10,1.4263659732263134,7.266549792577418e-13,UP Significant
MTR,1.3153033768369187,7.301127101946507e-13,UP Significant
SGO1,1.0865285486136358,7.452361652843348e-13,UP Significant
HSPA13,1.255704481018213,7.487656157807515e-13,UP Significant
DRAM1,1.1333247905536277,7.683138165035148e-13,UP Significant
DPCD,1.0940606207826364,7.980940909316532e-13,UP Significant
FOXP1,1.147161432426968,8.058656335682907e-13,UP Significant
PTPN12,1.141263251871456,8.087175934595789e-13,UP Significant
LIMD1-AS1,1.0833257194381551,8.34011518604384e-13,UP Significant
MTERF3,1.0257988032578043,8.401414930797148e-13,UP Significant
LLGL1,1.2460072437979708,8.461846377057651e-13,UP Significant
NEDD1,1.0983243213548353,8.482066467176371e-13,UP Significant
MT1A,-2.7907492583553934,8.521946867005469e-13,DOWN Significant
HSPH1,1.3103256869294597,8.748174759024817e-13,UP Significant
H2BC19P,1.120411103729896,8.846104097493124e-13,UP Significant
SPTBN2,-1.5640817295458476,9.008377847828352e-13,DOWN Significant
GPD2,1.0464802236012263,9.39898246626276e-13,UP Significant
BRCC3,1.0316579466323728,9.754350703292382e-13,UP Significant
CHMP4C,1.426499826342334,1.0213385643908985e-12,UP Significant
DLGAP5,1.6849626649409832,1.0355031599113986e-12,UP Significant
PIK3C2B,1.0653825072108902,1.0375618273981888e-12,UP Significant
ACAA1,-1.5460610062813878,1.040200789750298e-12,DOWN Significant
LSM7,1.140878167179908,1.062312614980692e-12,UP Significant
ABCC5,1.3004058635812248,1.0682307441910818e-12,UP Significant
PECAM1,1.2452773492646405,1.0753813814061243e-12,UP Significant
MID1IP1,1.6808187916143167,1.1291536633225731e-12,UP Significant
TRIM45,1.0164628759172187,1.1415838049365439e-12,UP Significant
FNBP1L,1.1352208288874595,1.2150240965745457e-12,UP Significant
ACP6,1.2399981988611226,1.221826121594797e-12,UP Significant
LGALS8,1.274535658379452,1.2237797705973344e-12,UP Significant
SMYD3,2.4717845234369378,1.227597629812453e-12,UP Significant
STRIP1,1.2187451726401999,1.389710222424398e-12,UP Significant
PTBP1,1.033566349722066,1.4180779062349247e-12,UP Significant
BCR,1.3976358112262264,1.4467007703261805e-12,UP Significant
ARPC3,1.049752036399358,1.462691235581082e-12,UP Significant
SPIN1,1.181430085896403,1.4629300484301248e-12,UP Significant
CNOT6,1.1215427660059567,1.4664779046398588e-12,UP Significant
PON2,1.3918555003636275,1.4812983254701205e-12,UP Significant
DNAJB2,1.135247674162895,1.4953881175586488e-12,UP Significant
EPHA2,-1.6450773310793279,1.5864953084093286e-12,DOWN Significant
ZBED5,1.1141670137802684,1.5903852530370556e-12,UP Significant
TRIM28,1.5386265299301352,1.5978231466567827e-12,UP Significant
HAAO,-1.7838858688216748,1.6087332141553233e-12,DOWN Significant
SKAP1,-2.201098887620538,1.6183135623151912e-12,DOWN Significant
TCERG1,1.1889998077079333,1.6500855545879613e-12,UP Significant
ALDH1B1,-1.265108555802338,1.6572781985381899e-12,DOWN Significant
MEGF8,1.1611131176695606,1.6606232035050842e-12,UP Significant
THRA,1.1900329357279342,1.7351903181434678e-12,UP Significant
SMC2,1.2299595228131202,1.7497030427346425e-12,UP Significant
H1-0,1.3907460485999845,1.7639994208801555e-12,UP Significant
FBRSL1,1.3046515645442591,1.8446133069453183e-12,UP Significant
NCAPD2,1.659701006332217,1.8575702057992767e-12,UP Significant
MAPK9,1.015357983770885,1.860007789136498e-12,UP Significant
DDX55,1.0895044311726343,1.8851657613088822e-12,UP Significant
CDCA4,1.799806366998563,1.8885279411299463e-12,UP Significant
ERMP1,1.4567665828100334,1.8988626707325584e-12,UP Significant
RCAN3,1.0009669818791473,1.973882036155935e-12,UP Significant
RPS10,1.356343980965276,2.0002426692438665e-12,UP Significant
ERH,1.0044848369337647,2.0420995752305274e-12,UP Significant
LINC00598,-1.1560883621857307,2.1197483372545874e-12,DOWN Significant
ASPH,1.5335197148721296,2.1199974367680393e-12,UP Significant
GRAMD1C,-1.1063915784063107,2.1389823627225718e-12,DOWN Significant
NISCH,1.0766554095824747,2.1389823627225718e-12,UP Significant
ZNF75A,1.0347480431133476,2.1418315800535364e-12,UP Significant
RCC1,1.113911739078746,2.14450527307325e-12,UP Significant
MFSD13A,1.1572420811700603,2.1541961797806395e-12,UP Significant
GYG1,1.229823545617199,2.174705136127534e-12,UP Significant
VPS28,1.1312756565908986,2.1851913265568006e-12,UP Significant
RRS1,1.2355392329025658,2.187880280638202e-12,UP Significant
TNFAIP3,1.309774820805825,2.1956323266123533e-12,UP Significant
SGO2,1.2118777627352744,2.237735787936824e-12,UP Significant
HAO2,-3.588485229748549,2.25407791124397e-12,DOWN Significant
PODXL,1.8231652688950877,2.2681127429040074e-12,UP Significant
NDE1,1.0047484625665666,2.2857312923511584e-12,UP Significant
UBD,2.9192190842486974,2.3213698785329617e-12,UP Significant
INCENP,1.1950265618815847,2.3359315781828103e-12,UP Significant
CXCR2P1,-1.2085457356485447,2.3393848124336693e-12,DOWN Significant
TREM2,1.6384839307104075,2.3848156969717833e-12,UP Significant
CGREF1,2.5745484059712433,2.3861835163884147e-12,UP Significant
SFN,3.148613110121049,2.439610006963811e-12,UP Significant
PABPN1,1.0457903196401146,2.475887061159533e-12,UP Significant
MSANTD3,1.0668837082050224,2.502460699555378e-12,UP Significant
KMT5C,1.2381245842471782,2.5025095686575266e-12,UP Significant
RFC2,1.0356366325974191,2.5348978176636968e-12,UP Significant
GATD1,1.1717156442678665,2.654711137111186e-12,UP Significant
PP7080,1.068291651545286,2.6650791893388594e-12,UP Significant
ZBTB33,1.0457998041518852,2.6857807329829197e-12,UP Significant
NXT2,1.0729237880564486,2.6911028266999653e-12,UP Significant
TDG,1.2875248751513952,2.8123814824234644e-12,UP Significant
UQCC2,1.106016179928461,2.8882055884956053e-12,UP Significant
SOAT1,1.0056188404794102,2.914508892214919e-12,UP Significant
BCL2L12,1.2996769135632036,2.971108407767968e-12,UP Significant
ZNF664,1.2336958973252528,2.9897965198848206e-12,UP Significant
HEY1,1.1066337903818244,3.0664025535726013e-12,UP Significant
MXD4,1.0814581249383681,3.0777433170851587e-12,UP Significant
THRSP,-4.402611519392474,3.1575209673694384e-12,DOWN Significant
AC006538.4,1.2039988962365393,3.1638796657325647e-12,UP Significant
INMT,-1.8988304368246776,3.1658868904760874e-12,DOWN Significant
CENPK,1.6053050123190757,3.1944259263962896e-12,UP Significant
MAGED2,1.4636767780772129,3.206401098966747e-12,UP Significant
THEM6,1.2671323340318343,3.2914512692000495e-12,UP Significant
RPS12,1.3673802925923368,3.3118471923254206e-12,UP Significant
MAT2A,1.0093408315989887,3.396526011998757e-12,UP Significant
PDLIM7,1.6609464233970535,3.4095457715722703e-12,UP Significant
SNAP47,1.0847413159754287,3.4354489263148206e-12,UP Significant
CD4,-1.662997825325355,3.465325244466618e-12,DOWN Significant
NUCKS1,1.2084222533412552,3.4685128039049853e-12,UP Significant
CDKN2A,2.9225115635838286,3.4877909558368224e-12,UP Significant
JPT2,1.110483568972942,3.5010820001587684e-12,UP Significant
POLL,1.0188876080588196,3.514707823957136e-12,UP Significant
RHBDF2,1.5767535195039082,3.520373625823647e-12,UP Significant
FANCG,1.6550720377333386,3.5291085278941107e-12,UP Significant
NUAK1,1.0534488743611807,3.566803565520081e-12,UP Significant
FANCI,1.5437356888678135,3.566803565520081e-12,UP Significant
TMED10,1.0125845507233509,3.5778212991712686e-12,UP Significant
SLC26A2,1.0364350630814525,3.617570703597247e-12,UP Significant
MT-ATP6,-1.0300205406674081,3.640510726086943e-12,DOWN Significant
TM6SF2,-1.8577748129405172,3.6740327276647924e-12,DOWN Significant
FITM1,-1.2022548065071943,3.6906702754172704e-12,DOWN Significant
CERS5,1.252966559398304,3.6906702754172704e-12,UP Significant
CHD8,1.0370746762811454,3.797840998420355e-12,UP Significant
DOT1L,1.0149929399706583,3.864807132054036e-12,UP Significant
SELENON,1.3223130887268555,3.904527194980569e-12,UP Significant
TBCB,1.3972609720654985,3.928428291360943e-12,UP Significant
MT1H,-3.7154996506276032,3.942007002668355e-12,DOWN Significant
YEATS2,1.2742537673395908,4.067651784312017e-12,UP Significant
HLA-A,1.5344544782501162,4.085067004715453e-12,UP Significant
TONSL,1.4846122448646972,4.10720018942748e-12,UP Significant
GPR137,1.0986980699233881,4.122809915685131e-12,UP Significant
POMT2,1.020832179379897,4.222566232202934e-12,UP Significant
PPP1R2,1.1203465037887863,4.253299921267299e-12,UP Significant
N4BP2L1,-1.1820163325648023,4.3918333182551844e-12,DOWN Significant
LRRC42,1.2097623532575361,4.408740103667266e-12,UP Significant
AC104809.2,-1.3880969304616853,4.484020518981832e-12,DOWN Significant
AFM,-2.697354437399288,4.664121913715359e-12,DOWN Significant
ARHGEF39,1.321809514499209,4.691125662418873e-12,UP Significant
ZNF581,1.3655902929584354,4.707211941377953e-12,UP Significant
GEMIN2,1.0231805246996564,4.821270067291039e-12,UP Significant
ASF1B,1.7188739508927409,4.9057533431784e-12,UP Significant
RALY,1.4357068237775783,4.971402394201533e-12,UP Significant
LINC02362,-1.8442210571781854,4.971402394201533e-12,DOWN Significant
CKAP2L,1.189830079538336,5.100755021176698e-12,UP Significant
UNC119B,1.7169764888082157,5.119290772569481e-12,UP Significant
RIPK2,1.267311114833978,5.127884699489158e-12,UP Significant
MZT1,1.1806199214799111,5.1511136832629135e-12,UP Significant
YIPF3,1.7579686999367183,5.238646359127188e-12,UP Significant
ARPP19,1.0726636940449823,5.244338363473133e-12,UP Significant
PTBP3,1.3510834215675007,5.2587804051545115e-12,UP Significant
CLPTM1L,1.0608705465041126,5.319375466397204e-12,UP Significant
TMPO,1.4574779487414142,5.58972083626049e-12,UP Significant
LIG1,1.2376149497414124,5.6421459252534854e-12,UP Significant
C1QTNF1,-1.8406012991696028,5.874545467537174e-12,DOWN Significant
ERO1A,1.1611732543586144,5.9692084832085e-12,UP Significant
PHF19,1.6699860603495411,5.97264757513412e-12,UP Significant
RPS27A,1.1870354528180087,6.05542870704897e-12,UP Significant
UGT2B7,-3.410867368233853,6.0689550164626204e-12,DOWN Significant
ARL2,1.7399387062427958,6.089491077046837e-12,UP Significant
HELLS,1.8155469533254187,6.106486680365215e-12,UP Significant
DYNC1H1,1.1488217344294522,6.116747028719273e-12,UP Significant
FBXO46,1.1349443927867,6.119502956196271e-12,UP Significant
RP4-680D5.8,-1.2799908570345562,6.444861951055886e-12,DOWN Significant
RPS14,1.0171128892388683,6.574717163221358e-12,UP Significant
ASAP1,1.1743586072360934,6.6567272106456195e-12,UP Significant
EFNA3,1.2496154050149535,6.750659023593898e-12,UP Significant
SLC5A6,1.4165816245852687,6.822705733604499e-12,UP Significant
ZNF669,1.1761375738400073,6.870615443634016e-12,UP Significant
RDH5,-2.278322081066516,6.892402868919772e-12,DOWN Significant
EDEM3,1.1131537200282886,6.946609728437734e-12,UP Significant
RPS6KA3,1.2361040128404994,7.025406965323798e-12,UP Significant
NGFR,-1.7401678502495768,7.103348986695462e-12,DOWN Significant
B4GALT4,1.006062910453874,7.2235148722136794e-12,UP Significant
CALM3,1.2782333679170401,7.282792319733373e-12,UP Significant
PREB,1.312761729345719,7.392285228717721e-12,UP Significant
KLKB1,-2.2240664241219807,7.472249658703461e-12,DOWN Significant
PIP5K1A,1.2094925373286731,7.511968188005672e-12,UP Significant
MRS2,1.2081155286497216,7.599563422486259e-12,UP Significant
ZRANB2,1.079214269400178,7.850597555244529e-12,UP Significant
POM121,1.043788423836494,7.851856734482321e-12,UP Significant
VRK1,1.2300809002556745,7.890488165231947e-12,UP Significant
C15orf39,1.4730065341207608,7.926017923583014e-12,UP Significant
IFT81,1.1660702212023333,8.196814470251793e-12,UP Significant
GINS4,1.4235946682443519,8.284500263055503e-12,UP Significant
CHFR,1.0752120745257936,8.316609527417919e-12,UP Significant
GLI4,1.2196475397743982,8.396705195382982e-12,UP Significant
CCNE2,1.377213774198372,8.521316052708914e-12,UP Significant
EIF3D,1.1828745859211818,8.613584094360056e-12,UP Significant
SLC52A2,1.4283452374057697,8.735190497208008e-12,UP Significant
VOPP1,1.2989703707309803,8.744064589187663e-12,UP Significant
YAP1,1.2391272287989108,8.791382430266822e-12,UP Significant
UBAP2,1.25086971906641,9.037658948655946e-12,UP Significant
PBX2,1.1187875380287258,9.475397774402083e-12,UP Significant
BAX,1.3293465915206433,9.487048172528503e-12,UP Significant
PRSS8,-2.6629855855298254,9.519584779856434e-12,DOWN Significant
AKR1D1,-2.7825753813983365,9.625852044093063e-12,DOWN Significant
CMTM4,1.049245480573263,9.852681685272407e-12,UP Significant
LIX1L,1.1585487836956507,1.0109470088012289e-11,UP Significant
UBE2E3,1.05266708395256,1.0149619521186542e-11,UP Significant
ITGB5,1.0798014911661244,1.0579734192252315e-11,UP Significant
PBLD,-2.2271745614509015,1.0594704934225646e-11,DOWN Significant
HSPD1,1.0403506686156643,1.0656044189056797e-11,UP Significant
OAS3,1.277226356357904,1.0662369514493348e-11,UP Significant
DNMT3A,1.6387516521493537,1.0681618769401257e-11,UP Significant
CPQ,1.1607863763148547,1.0703982169639567e-11,UP Significant
MGAT5,1.1749102883070983,1.0746888449389523e-11,UP Significant
NOMO1,1.1453558419783372,1.1093477730319569e-11,UP Significant
AKR7L,-1.3639655593380557,1.1239696956830994e-11,DOWN Significant
WDR62,1.390435375097966,1.1360713861892809e-11,UP Significant
ZFP36,-1.4550630039730885,1.1612060369545449e-11,DOWN Significant
RHNO1,1.4821747880290157,1.1691808465510821e-11,UP Significant
FBXO32,1.3998598545682968,1.1825751976565529e-11,UP Significant
RPL13P5,1.0566828304566331,1.1871700625947636e-11,UP Significant
SLC4A2,1.0458320071298193,1.1978535587852848e-11,UP Significant
EMC2,1.0174686026719284,1.2038266909788233e-11,UP Significant
C17orf49,1.138440231085796,1.249219223120229e-11,UP Significant
TAF1A,1.0152853442197354,1.2558588414602883e-11,UP Significant
ARL5A,1.0308894382842855,1.2714370095026252e-11,UP Significant
GCH1,-1.1957796735500215,1.2788640807252037e-11,DOWN Significant
NUP205,1.1896791661933714,1.2791876684665128e-11,UP Significant
TYSND1,1.4145209153109664,1.279558768771067e-11,UP Significant
MIIP,1.1172797374677872,1.3196778053395012e-11,UP Significant
PDCD11,1.1841814579601393,1.3225772794984974e-11,UP Significant
RPIA,1.1720465873284467,1.3235521141336605e-11,UP Significant
ASRGL1,1.6611272290670671,1.3297719999409723e-11,UP Significant
SFR1,1.025607907732783,1.3332709837177992e-11,UP Significant
GIHCG,1.4989975499300479,1.3366558842001455e-11,UP Significant
TWF2,1.261992524652146,1.3421453231650917e-11,UP Significant
RPL17,1.1956211498515668,1.3478071870125463e-11,UP Significant
CSPG4,1.041271422020697,1.3828137469637106e-11,UP Significant
GLG1,1.025579211415541,1.4196824014815209e-11,UP Significant
NMB,1.90963996771878,1.4418022800884811e-11,UP Significant
XRCC6,1.0038090641075375,1.4532490694386475e-11,UP Significant
FAM222A,1.5180016668808942,1.463827515661695e-11,UP Significant
CLIC1,1.5447951172758243,1.483702814707433e-11,UP Significant
RP11-42O15.3,-1.912546466258498,1.4839958633489004e-11,DOWN Significant
RP1-63M2.7,1.103671239497451,1.5013088000438206e-11,UP Significant
CHEK1,1.5513111933021455,1.527910714757131e-11,UP Significant
TATDN1,1.1926488059278686,1.533744507612273e-11,UP Significant
PROSER3,1.0808877724830215,1.5846963832596342e-11,UP Significant
ZNF318,1.5343929565825758,1.6001774693246455e-11,UP Significant
CHRAC1,1.1146571573968393,1.629233507002505e-11,UP Significant
MRPL45,1.060773591256532,1.679157408570201e-11,UP Significant
FAM149A,-1.3742378829330595,1.6821010509914902e-11,DOWN Significant
KHNYN,1.1589919895550138,1.7013330324117647e-11,UP Significant
ZNF57,1.4043975775483992,1.7164880458274446e-11,UP Significant
RASGEF1B,-1.6126984494012864,1.735906712607881e-11,DOWN Significant
CCAR2,1.041235748374726,1.7738143813202196e-11,UP Significant
ANXA10,-2.8378095810199473,1.7913864434663605e-11,DOWN Significant
KIF11,1.4607841105451156,1.8423877280600306e-11,UP Significant
PSPH,1.8477833320407797,1.8493722920741094e-11,UP Significant
STEAP4,-1.2717994366987184,1.9021803841286552e-11,DOWN Significant
RPL7,1.453949388602016,1.9056806633587832e-11,UP Significant
MFSD14B,1.0497173232532013,1.9182910485806045e-11,UP Significant
EDRF1,1.0754417920447241,1.9472113817094803e-11,UP Significant
RABGGTB,1.0875334018500755,2.0284063041722906e-11,UP Significant
PPP1R3B,-1.5723120883185828,2.0375199413854916e-11,DOWN Significant
CCL15-CCL14,-1.2664003051189336,2.0417240390875767e-11,DOWN Significant
PACC1,1.1512743518284032,2.050628056768705e-11,UP Significant
ZWILCH,1.0859772245496804,2.126512033349509e-11,UP Significant
CYP2A7,-4.520018056356649,2.152075452318574e-11,DOWN Significant
RPLP2,1.0739995402209352,2.1706378574746304e-11,UP Significant
TARBP2,1.0398879736747402,2.174592389920283e-11,UP Significant
