geneName,logFC,adj.P.Val,significance
UTP25,1.0270329326786285,1.0220238356079666e-17,UP Significant
FAM50A,1.208934346600361,1.0393181574276648e-17,UP Significant
ITGB1P1,1.1689141633322504,1.0528962621437103e-17,UP Significant
ZNF672,1.1782047360457897,1.0730773777616504e-17,UP Significant
OSER1,1.1079507179452945,1.084787941752214e-17,UP Significant
FLOT2,1.3399071628099173,1.0902640212933978e-17,UP Significant
DONSON,1.7190868714369836,1.1105538959167182e-17,UP Significant
NCOA2,1.2383064949293328,1.1452626326815215e-17,UP Significant
MANBAL,1.1756646410916178,1.1810557850057696e-17,UP Significant
OIT3,-1.8592441958443686,1.1977397077069237e-17,DOWN Significant
CDIPT,1.0756194335664135,1.2004916734196821e-17,UP Significant
ACTR2,1.0139535945587665,1.2004916734196821e-17,UP Significant
KIF2C,1.8862520214509595,1.2414783770773049e-17,UP Significant
SFSWAP,1.2007530035737077,1.253968747831976e-17,UP Significant
RBM15B,1.120636241425803,1.2629270771967747e-17,UP Significant
ANGEL2,1.0614717040087838,1.2629270771967747e-17,UP Significant
ATXN7L3B,1.2767610804397647,1.2819130142210498e-17,UP Significant
CDKAL1,1.1125729195212875,1.3619291080480627e-17,UP Significant
GALNT10,1.2632065105663706,1.3619291080480627e-17,UP Significant
ZNF692,1.6272379605905396,1.3778564314827496e-17,UP Significant
ATAD3C,-1.0802777565912043,1.398338611048227e-17,DOWN Significant
TKT,1.9669037651353847,1.4323318996536685e-17,UP Significant
CD46,1.341830390333996,1.492820792561277e-17,UP Significant
ODR4,1.1288252363244613,1.4971524470160857e-17,UP Significant
NCBP2,1.2867995708859414,1.4971524470160857e-17,UP Significant
DNTTIP1,1.0580633974636862,1.5064705699765662e-17,UP Significant
UNC45A,1.1316397345986382,1.5508831365048746e-17,UP Significant
CDK12,1.109074644260334,1.601327328979388e-17,UP Significant
SLC25A44,1.0343552789696489,1.6330125263677948e-17,UP Significant
NAT10,1.0294683881913227,1.6414714714569836e-17,UP Significant
ABHD12,1.1888223963117577,1.6457930098423704e-17,UP Significant
ABHD4,1.2492474042431394,1.6483349246713316e-17,UP Significant
CYTOR,2.0128282436842144,1.6499302702154524e-17,UP Significant
PDGFB,1.2989372973980537,1.6671846385529954e-17,UP Significant
CYREN,1.2329609502681902,1.695536087649707e-17,UP Significant
CDH13,1.4415086969023148,1.7063907812799742e-17,UP Significant
SARNP,1.0842873084914588,1.7065220023390527e-17,UP Significant
ASB16-AS1,1.2363920875323071,1.7132832852854397e-17,UP Significant
CRTAP,1.4233844495968286,1.7563232391416137e-17,UP Significant
GREM2,-1.6758948734737147,1.7703897144946674e-17,DOWN Significant
STRADA,1.1384472653252886,1.7884086710436356e-17,UP Significant
SCAMP4,1.2881539941496087,1.8051294041948343e-17,UP Significant
TRIM65,1.2707624826004493,1.8164081054170338e-17,UP Significant
CDT1,2.08662491590875,1.8169909247382285e-17,UP Significant
ASPM,1.9752617595387376,1.8177008815835545e-17,UP Significant
IARS1,1.3746850482637187,1.8177008815835545e-17,UP Significant
PRPF3,1.3289431556388904,1.8531128115456123e-17,UP Significant
PTPRF,1.354885242716736,1.8531128115456123e-17,UP Significant
FAM104A,1.1221036532519881,1.8649627636113368e-17,UP Significant
ZNF142,1.0802756149947585,1.9733330369286744e-17,UP Significant
FOCAD,1.0574914908301738,1.9897925089104728e-17,UP Significant
TM9SF4,1.2577000580617095,2.0080046949113552e-17,UP Significant
GPS1,1.0621496976643163,2.0308880555824345e-17,UP Significant
OTUD7B,1.054420396552047,2.06618524703396e-17,UP Significant
ZNF16,1.2361987419741416,2.09439979105139e-17,UP Significant
GART,1.0504908235357933,2.118697173528776e-17,UP Significant
MATR3,1.2038491915676612,2.148110642784067e-17,UP Significant
ORC3,1.1720149827114987,2.164489387481633e-17,UP Significant
BTN2A1,1.1358999212601546,2.239385587366696e-17,UP Significant
RAB3GAP2,1.2049771059499188,2.2794597263563877e-17,UP Significant
CIZ1,1.4261535622059038,2.2967455232403315e-17,UP Significant
RBIS,1.4194145498086428,2.297360271567955e-17,UP Significant
PCNA,1.818589658988615,2.3693494643985325e-17,UP Significant
COMMD9,1.0013463920203667,2.425971224465231e-17,UP Significant
NOP2,1.115298077370618,2.4443608594803163e-17,UP Significant
LRCOL1,-1.9444830958456576,2.483850004047514e-17,DOWN Significant
MAD2L1,2.045564091907382,2.4932027773297906e-17,UP Significant
CCNF,1.3866928847321607,2.4932027773297906e-17,UP Significant
PRELID3B,1.094182879223406,2.5163498392032418e-17,UP Significant
HSPA4,1.3264371234077519,2.5625745499664968e-17,UP Significant
SEC11C,1.228586556230744,2.5760286232729757e-17,UP Significant
COP1,1.402490520194827,2.5917872547118263e-17,UP Significant
SESTD1,1.4159602024978317,2.6864071940597563e-17,UP Significant
MED17,1.085921442267371,2.7307750152242638e-17,UP Significant
NFYA,1.271103126787272,2.7829975868130714e-17,UP Significant
CCDC167,1.3022148071045736,2.83478177473358e-17,UP Significant
MBD3,1.1269818199469945,2.924057834502378e-17,UP Significant
BUB1,1.8697277584316434,3.044371842715954e-17,UP Significant
NENF,1.2525884226509163,3.057701269104329e-17,UP Significant
CDC6,2.110602705132979,3.0930776678892494e-17,UP Significant
CYB5R1,1.3291648357568793,3.125966829640968e-17,UP Significant
PFAS,1.1640654169151696,3.151084100620925e-17,UP Significant
CDK4,1.7459054923118096,3.3136177163517265e-17,UP Significant
KAT2A,1.5358310330131983,3.3136177163517265e-17,UP Significant
MYPOP,1.0337865724988955,3.4209412602609776e-17,UP Significant
TBC1D31,1.019017535473875,3.471422234502979e-17,UP Significant
PRRC2C,1.4216371815348077,3.500468595587433e-17,UP Significant
EXOSC1,1.0031983029261102,3.523233301116794e-17,UP Significant
CBLL1,1.210075601426351,3.597942817116177e-17,UP Significant
LYSMD4,1.1332600812288032,3.6897275683440175e-17,UP Significant
SENP3,1.0382888314341856,3.695876671799842e-17,UP Significant
HNRNPA1,1.5923188368374275,3.708755668471156e-17,UP Significant
HGH1,1.4609537040577636,3.915695564929174e-17,UP Significant
ATOH8,-2.5646064529254056,3.931282698399007e-17,DOWN Significant
ABCB10,1.099212796162547,4.071169411598742e-17,UP Significant
CSNK2A1,1.3905447510256748,4.08493846237766e-17,UP Significant
FARSB,1.0255226220300682,4.1007317825081255e-17,UP Significant
ADAM15,1.3707264395619223,4.438080389036949e-17,UP Significant
GNAO1,-1.367103682221239,4.529001010715058e-17,DOWN Significant
CDC25C,1.7133384290197884,4.538282521186408e-17,UP Significant
DYNLRB1,1.115976069145165,4.5666520449409123e-17,UP Significant
CYTH2,1.0039676203521215,4.7431895074971207e-17,UP Significant
EIF3A,1.0750023105174447,4.7657207839376686e-17,UP Significant
BPTF,1.1110959063950503,4.817423136364766e-17,UP Significant
TRIM25,1.294521406504129,4.825047594678371e-17,UP Significant
CLDN15,2.311443753020672,4.8986277568398537e-17,UP Significant
HSPA5,1.4991024577715875,4.9644704073770494e-17,UP Significant
GTF2H2,1.0412864348517017,5.04035170638436e-17,UP Significant
NUF2,2.1976426829631235,5.094268870914422e-17,UP Significant
CCDC196,-2.183595358792643,5.1301676067809465e-17,DOWN Significant
DVL2,1.5341535721872142,5.1995909816051945e-17,UP Significant
PARP14,1.0519683082888256,5.2528392313239966e-17,UP Significant
SAP130,1.1203502091246191,5.274010241105171e-17,UP Significant
CUTA,1.0704543492155585,5.585207997928787e-17,UP Significant
KDM3B,1.2507566436607527,5.60296377778973e-17,UP Significant
RPL27,1.2409414996800727,5.629021475877682e-17,UP Significant
SSRP1,1.2357718439225667,5.684336368556475e-17,UP Significant
SETDB1,1.3340044178799682,5.829322848277792e-17,UP Significant
AP4M1,1.1183616655474802,5.849572488646483e-17,UP Significant
IQCB1,1.0714914169688892,5.858059424600795e-17,UP Significant
POLR2G,1.064593813243441,5.890348791503802e-17,UP Significant
WDR26,1.3277253624212038,6.022364015691746e-17,UP Significant
RPRD1A,1.1428085695402603,6.095642393424121e-17,UP Significant
FAM168A,1.1616680387380127,6.153094395609446e-17,UP Significant
FCF1,1.0542202936561198,6.265667838630613e-17,UP Significant
RETREG3,1.0392703205385367,6.26943885160384e-17,UP Significant
GTF2IP4,1.6959210928141517,6.26943885160384e-17,UP Significant
GCN1,1.5033300228392505,6.339031325603327e-17,UP Significant
KCND3,-1.4998526827689136,6.387338989421458e-17,DOWN Significant
PHPT1,1.2529384338774863,6.401545855597848e-17,UP Significant
ZNF563,1.536806912079773,6.432884506967279e-17,UP Significant
ASF1A,1.0044282702011662,6.561879894312173e-17,UP Significant
PMF1,1.2286137274945395,6.682454167293131e-17,UP Significant
DPT,-2.324888512971834,6.738659160969508e-17,DOWN Significant
DLGAP4,1.325280411612519,6.774114736268851e-17,UP Significant
PHF14,1.0610918018093023,6.811827802646965e-17,UP Significant
NPEPL1,1.1041362033781255,6.898944446571083e-17,UP Significant
GMCL1,1.0138213591063558,6.920118869487162e-17,UP Significant
ARL16,1.0695564676571951,7.391100247032573e-17,UP Significant
PKN3,1.634965135236396,7.551988633617247e-17,UP Significant
TBC1D10B,1.0010516268386933,7.571475530744406e-17,UP Significant
TOMM20,1.584618041818441,7.708209897021028e-17,UP Significant
MEN1,1.0356813984078883,7.711230606732084e-17,UP Significant
YWHAH,1.239462053501036,7.886427005955893e-17,UP Significant
BOD1,1.2022589324374473,8.017628849473962e-17,UP Significant
CDC42BPB,1.1493665762487404,8.223997315579029e-17,UP Significant
ZNF146,1.066365100080441,8.23581605019912e-17,UP Significant
NANS,1.1044014358097645,8.327294076176958e-17,UP Significant
FOLH1,-1.823449983615467,8.372006032474594e-17,DOWN Significant
ETV3,1.0522756398971314,8.378969635676995e-17,UP Significant
MMS19,1.34786018251405,8.378969635676995e-17,UP Significant
CALU,1.590042877270915,8.414274895317518e-17,UP Significant
C11orf98,1.0623791313755735,8.434553464621781e-17,UP Significant
TULP3,1.2374647476964311,8.804674461183057e-17,UP Significant
TRIM24,1.3673107547292846,9.14601252330019e-17,UP Significant
ZCCHC17,1.020676932535491,9.652335983762258e-17,UP Significant
SMPD4,1.325901664435079,9.92446797427814e-17,UP Significant
FBP1,-2.2963108301273873,1.0054885633514662e-16,DOWN Significant
MCM2,2.461626825201135,1.00884880143166e-16,UP Significant
FABP5,2.17151669162306,1.0165657808706486e-16,UP Significant
TSN,1.0636016726486641,1.0183966614552478e-16,UP Significant
WWP2,1.0485803240593912,1.0227374412481498e-16,UP Significant
SMARCC1,1.5557260566747668,1.026602768588215e-16,UP Significant
RCE1,1.16584287738461,1.0349965088029041e-16,UP Significant
MOGS,1.1039327814919693,1.0632535409132806e-16,UP Significant
TSSK6,1.2006972628247454,1.0686380733322288e-16,UP Significant
THOC6,1.0741223849014139,1.0697710976122824e-16,UP Significant
MRPL42,1.1393643542896532,1.0819254593145481e-16,UP Significant
TIMM9,1.1598582040943972,1.107760183046018e-16,UP Significant
SMARCA4,1.5893713463658554,1.1101316489603118e-16,UP Significant
ADCK1,1.0575162231929367,1.116886790725254e-16,UP Significant
TUBB4B,1.212791050365304,1.131608841132777e-16,UP Significant
FITM2,1.0776294583595023,1.1353206161994755e-16,UP Significant
TXNRD1,1.9968318308814017,1.162822523498393e-16,UP Significant
C9orf16,1.3255672635406324,1.1714174583382736e-16,UP Significant
MIEN1,1.0619356034803307,1.1748864923639377e-16,UP Significant
RPAP3,1.0313712090671965,1.1985631165296702e-16,UP Significant
SLC12A7,1.2172530504533454,1.204056470762059e-16,UP Significant
LRP10,1.5341996745509614,1.2093359455677228e-16,UP Significant
AGBL5,1.40933706421756,1.2444357649789693e-16,UP Significant
SLC39A1,1.5963231671353695,1.2506902186744802e-16,UP Significant
DNAJC25,-1.0599513129604783,1.253319243342928e-16,DOWN Significant
IMPDH2,1.6523494083177237,1.2909802182498906e-16,UP Significant
FAM53C,1.124667599624066,1.2918046236147967e-16,UP Significant
KIAA1586,1.0584646756244052,1.3103229171786484e-16,UP Significant
GPATCH3,1.0003027761429584,1.3291409734236617e-16,UP Significant
ARL4A,1.6207915264693775,1.340659559890101e-16,UP Significant
STX16,1.175682703083078,1.357647217048391e-16,UP Significant
KDM3A,1.0459035076205194,1.3851967334174063e-16,UP Significant
UTP23,1.04903985081815,1.3923239449068266e-16,UP Significant
SUMF2,1.0364673732277927,1.433743012728733e-16,UP Significant
NARF,1.4152289242864144,1.444628700265936e-16,UP Significant
RRP1,1.0485773968302547,1.5119896094432284e-16,UP Significant
PPP1R35,1.3369518032110368,1.550256505583026e-16,UP Significant
NPC1,1.248216921537999,1.5512360657768364e-16,UP Significant
KHSRP,1.3910706573250335,1.5724905725079395e-16,UP Significant
BZW2,1.3428976854383343,1.608702629315765e-16,UP Significant
AP003068.23,1.0964424109309319,1.6103953103493422e-16,UP Significant
MANF,1.7511915574893973,1.6135287544412107e-16,UP Significant
NDRG2,-1.2500445248855492,1.6329115014081012e-16,DOWN Significant
NOP58,1.2191773708688967,1.660505857513454e-16,UP Significant
MGME1,1.1823916058014814,1.6677790495730357e-16,UP Significant
TIMELESS,1.5489196553738234,1.6964922716742408e-16,UP Significant
HAMP,-5.54169750475641,1.8444178569860114e-16,DOWN Significant
RAD21,1.4794221819999365,1.86523128203229e-16,UP Significant
PHF20L1,1.0332562213033065,1.8687372452445215e-16,UP Significant
RP5-1061H20.4,1.1851242996961027,1.900181613046e-16,UP Significant
DIDO1,1.3396049695815448,1.907268479616631e-16,UP Significant
SRM,1.078114687722044,1.9090507520931564e-16,UP Significant
THAP8,1.242592828113811,1.9169167373395564e-16,UP Significant
RPRD2,1.2902929762793613,1.961759649545234e-16,UP Significant
IRF3,1.0903341375506805,2.0239063373197872e-16,UP Significant
NDRG3,1.4667867478250898,2.0526089345507365e-16,UP Significant
CHML,1.6864427273003315,2.0802745329030757e-16,UP Significant
METTL23,1.0816453842757534,2.092132461307565e-16,UP Significant
DCUN1D5,1.1765328792708152,2.1355210009534738e-16,UP Significant
PRPF4B,1.1879458736430806,2.1782319144384519e-16,UP Significant
EIF3H,1.226358056988551,2.1782319144384519e-16,UP Significant
CPD,1.840280988276211,2.186342435261869e-16,UP Significant
CDC42SE1,1.1960350570869736,2.192851789544532e-16,UP Significant
CCDC142,1.1287688377912601,2.2399206249356012e-16,UP Significant
NCKIPSD,1.1086203766795864,2.252256330949618e-16,UP Significant
LPL,1.0168451308923934,2.2582091609361924e-16,UP Significant
RSL1D1,1.0577321794738426,2.2748231191408345e-16,UP Significant
SOX18,1.4418811366785322,2.2966092996018683e-16,UP Significant
PDIA6,1.2883128378100217,2.2966092996018683e-16,UP Significant
SKAP2,1.178171471064684,2.398897613973463e-16,UP Significant
METAP2,1.027414496725382,2.4119253820981933e-16,UP Significant
MYO19,1.3956426822918608,2.543935937975549e-16,UP Significant
SLBP,1.0677281669192147,2.5900214673148e-16,UP Significant
KLF13,1.2040615645764463,2.6048103632392125e-16,UP Significant
RRP12,1.1694433338691668,2.7537523922238783e-16,UP Significant
B4GALT1-AS1,-1.0522660813107623,2.7586986314782826e-16,DOWN Significant
EIPR1,1.3177800569627252,2.787546728053795e-16,UP Significant
SLC35E3,1.1243051520307106,2.8643219486291994e-16,UP Significant
UQCRH,1.0523673640486413,2.879335486160526e-16,UP Significant
PTP4A3,2.764727695346981,2.8878393147279016e-16,UP Significant
YIPF2,1.030941977143315,2.939933373538617e-16,UP Significant
TTC13,1.5930390641005785,3.0325641595159105e-16,UP Significant
FAM83H,1.7823492709294513,3.0545601275613797e-16,UP Significant
MAN2B1,1.1925806378849027,3.1506756249721094e-16,UP Significant
MLLT10,1.0415724173839065,3.171459572493895e-16,UP Significant
SCAMP2,1.020733561022309,3.192989362565346e-16,UP Significant
BRI3BP,1.3493180875422552,3.200109590455289e-16,UP Significant
PRKDC,1.8112959872165288,3.202689133713716e-16,UP Significant
WFS1,1.4287220169854793,3.249033850562119e-16,UP Significant
POLE2,1.7696605187306178,3.285383150147435e-16,UP Significant
SRCAP,1.1294402100658663,3.481327085345474e-16,UP Significant
C3orf85,-2.7803734895208088,3.491154354532617e-16,DOWN Significant
PACS2,1.2880720259173897,3.5135901949879484e-16,UP Significant
MLEC,1.5997371744050142,3.5291206622397683e-16,UP Significant
DHX9,1.2036838391757172,3.534887647787775e-16,UP Significant
NDC1,1.1023541023340098,3.539010163295587e-16,UP Significant
BSG,1.8072140200486277,3.648366398289137e-16,UP Significant
NMT1,1.0192244296905884,3.6529871898241595e-16,UP Significant
SMYD5,1.477145290364813,3.7058789387189603e-16,UP Significant
USB1,1.0485168269863943,3.756327130541732e-16,UP Significant
SCRIB,1.6232060783498357,3.86699663511676e-16,UP Significant
TAOK1,1.0331620216315287,3.9415693024929833e-16,UP Significant
MRPL10,1.182201698895192,3.956613531650133e-16,UP Significant
ERGIC3,1.1743087135651624,4.0133700492477336e-16,UP Significant
CGRRF1,1.038266129752508,4.07729679020084e-16,UP Significant
KLC2,1.2834523973169,4.1687554363027487e-16,UP Significant
WARS2,1.0518443747074093,4.194791099712846e-16,UP Significant
SAAL1,1.051556330132536,4.2027617571695347e-16,UP Significant
TEDC2,1.7366353381967223,4.32638172483718e-16,UP Significant
DGKQ,1.0451954275680628,4.3284320743515905e-16,UP Significant
CENPH,1.5320479839651298,4.33969592442685e-16,UP Significant
NIPA2,1.1172148018087271,4.44967706843136e-16,UP Significant
ATP13A1,1.2488513905001195,4.463305360485992e-16,UP Significant
INTS3,1.252152141256267,4.508172990504389e-16,UP Significant
SUZ12,1.2832241363031542,4.538694805415219e-16,UP Significant
GNPTAB,1.2838594846719427,4.5846381201208555e-16,UP Significant
CLRN3,-2.935533470443719,4.590995767505109e-16,DOWN Significant
THOC3,1.0582350463549002,4.665926441414303e-16,UP Significant
BCL9,1.9645646040065976,4.670454960713684e-16,UP Significant
IFFO1,1.049949350323128,4.709310596247788e-16,UP Significant
NUDT2,1.1052680397097872,4.737690448715171e-16,UP Significant
CKS2,1.8048681744850175,4.765877108796198e-16,UP Significant
RRM1,1.2374386772928276,4.765877108796198e-16,UP Significant
GHDC,1.0837106397014007,4.766614240169785e-16,UP Significant
MRC1,-1.723088782232367,4.788192018166835e-16,DOWN Significant
CCAR1,1.289197512367822,4.799550228668872e-16,UP Significant
NRBP1,1.0586411649198375,4.817651051766951e-16,UP Significant
NPTN,1.2914103187529506,4.830188279990359e-16,UP Significant
